gene_id	TPM	file_accession
ENSG00000015568	1.35	ENCFF862LZL
ENSG00000015676	12.82	ENCFF862LZL
ENSG00000016391	2.12	ENCFF862LZL
ENSG00000016864	6.47	ENCFF862LZL
ENSG00000017260	8.79	ENCFF862LZL
ENSG00000017427	2.36	ENCFF862LZL
ENSG00000017797	9.87	ENCFF862LZL
ENSG00000018189	2.33	ENCFF862LZL
ENSG00000018280	1.62	ENCFF862LZL
ENSG00000018408	11.5	ENCFF862LZL
ENSG00000018510	2.74	ENCFF862LZL
ENSG00000018610	1.41	ENCFF862LZL
ENSG00000018625	62.97	ENCFF862LZL
ENSG00000018699	1.43	ENCFF862LZL
ENSG00000018869	0.56	ENCFF862LZL
ENSG00000019144	21.06	ENCFF862LZL
ENSG00000019169	1.35	ENCFF862LZL
ENSG00000019485	4.75	ENCFF862LZL
ENSG00000019505	0.66	ENCFF862LZL
ENSG00000019549	1.02	ENCFF862LZL
ENSG00000019582	46.52	ENCFF862LZL
ENSG00000019991	0.61	ENCFF862LZL
ENSG00000019995	4.38	ENCFF862LZL
ENSG00000020129	5.79	ENCFF862LZL
ENSG00000020181	3.08	ENCFF862LZL
ENSG00000020256	1.9	ENCFF862LZL
ENSG00000020426	4.33	ENCFF862LZL
ENSG00000020577	15.34	ENCFF862LZL
ENSG00000020922	0.91	ENCFF862LZL
ENSG00000021300	1.73	ENCFF862LZL
ENSG00000021355	3.68	ENCFF862LZL
ENSG00000021574	1.7	ENCFF862LZL
ENSG00000021762	4.38	ENCFF862LZL
ENSG00000021776	1.92	ENCFF862LZL
ENSG00000022267	315.87	ENCFF862LZL
ENSG00000022277	10.06	ENCFF862LZL
ENSG00000022567	2.18	ENCFF862LZL
ENSG00000022840	48.78	ENCFF862LZL
ENSG00000022976	1.89	ENCFF862LZL
ENSG00000023041	2.27	ENCFF862LZL
ENSG00000023171	8.22	ENCFF862LZL
ENSG00000023191	35.79	ENCFF862LZL
ENSG00000023228	85.74	ENCFF862LZL
ENSG00000023287	12.94	ENCFF862LZL
ENSG00000023318	1.65	ENCFF862LZL
ENSG00000023330	12.49	ENCFF862LZL
ENSG00000023516	2.94	ENCFF862LZL
ENSG00000023572	2.85	ENCFF862LZL
ENSG00000023608	1.03	ENCFF862LZL
ENSG00000023697	7.1	ENCFF862LZL
ENSG00000023734	9.86	ENCFF862LZL
ENSG00000023902	17.2	ENCFF862LZL
ENSG00000023909	3.13	ENCFF862LZL
ENSG00000024048	4.68	ENCFF862LZL
ENSG00000024422	21.32	ENCFF862LZL
ENSG00000024862	0.86	ENCFF862LZL
ENSG00000025039	11.14	ENCFF862LZL
ENSG00000025156	3.24	ENCFF862LZL
ENSG00000025293	6.83	ENCFF862LZL
ENSG00000025434	2.89	ENCFF862LZL
ENSG00000025708	4.33	ENCFF862LZL
ENSG00000025770	4.97	ENCFF862LZL
ENSG00000025772	2.31	ENCFF862LZL
ENSG00000025796	3.4	ENCFF862LZL
ENSG00000025800	9.72	ENCFF862LZL
ENSG00000026025	135.82	ENCFF862LZL
ENSG00000026036	0.58	ENCFF862LZL
ENSG00000026103	1.29	ENCFF862LZL
ENSG00000026297	2.16	ENCFF862LZL
ENSG00000026508	5.27	ENCFF862LZL
ENSG00000026950	0.7	ENCFF862LZL
ENSG00000027001	5.25	ENCFF862LZL
ENSG00000027075	6.74	ENCFF862LZL
ENSG00000027697	20.17	ENCFF862LZL
ENSG00000027847	3.53	ENCFF862LZL
ENSG00000028116	3.1	ENCFF862LZL
ENSG00000028137	4.32	ENCFF862LZL
ENSG00000028203	10.8	ENCFF862LZL
ENSG00000028310	3.05	ENCFF862LZL
ENSG00000028528	10.96	ENCFF862LZL
ENSG00000028839	1.59	ENCFF862LZL
ENSG00000029363	10.1	ENCFF862LZL
ENSG00000029364	6.0	ENCFF862LZL
ENSG00000029534	3.66	ENCFF862LZL
ENSG00000029639	1.89	ENCFF862LZL
ENSG00000029725	8.88	ENCFF862LZL
ENSG00000029993	0.51	ENCFF862LZL
ENSG00000030066	1.67	ENCFF862LZL
ENSG00000030110	3.07	ENCFF862LZL
ENSG00000030304	0.96	ENCFF862LZL
ENSG00000030419	0.79	ENCFF862LZL
ENSG00000030582	62.62	ENCFF862LZL
ENSG00000031003	3.95	ENCFF862LZL
ENSG00000031081	8.67	ENCFF862LZL
ENSG00000031698	17.73	ENCFF862LZL
ENSG00000031823	11.12	ENCFF862LZL
ENSG00000032219	2.23	ENCFF862LZL
ENSG00000032389	2.14	ENCFF862LZL
ENSG00000032444	16.02	ENCFF862LZL
ENSG00000032742	1.41	ENCFF862LZL
ENSG00000033011	1.55	ENCFF862LZL
ENSG00000033030	1.54	ENCFF862LZL
ENSG00000033050	7.82	ENCFF862LZL
ENSG00000033100	4.8	ENCFF862LZL
ENSG00000033170	1.8	ENCFF862LZL
ENSG00000033178	2.43	ENCFF862LZL
ENSG00000033327	8.5	ENCFF862LZL
ENSG00000033627	6.41	ENCFF862LZL
ENSG00000033800	5.49	ENCFF862LZL
ENSG00000033867	1.96	ENCFF862LZL
ENSG00000034152	6.27	ENCFF862LZL
ENSG00000034510	495.67	ENCFF862LZL
ENSG00000034677	4.88	ENCFF862LZL
ENSG00000034693	2.15	ENCFF862LZL
ENSG00000034713	31.35	ENCFF862LZL
ENSG00000035115	0.78	ENCFF862LZL
ENSG00000035141	3.83	ENCFF862LZL
ENSG00000035403	47.98	ENCFF862LZL
ENSG00000035664	7.22	ENCFF862LZL
ENSG00000035681	4.14	ENCFF862LZL
ENSG00000035687	0.8	ENCFF862LZL
ENSG00000035862	15.74	ENCFF862LZL
ENSG00000035928	3.77	ENCFF862LZL
ENSG00000036054	2.84	ENCFF862LZL
ENSG00000036257	10.84	ENCFF862LZL
ENSG00000036448	275.73	ENCFF862LZL
ENSG00000036530	0.54	ENCFF862LZL
ENSG00000036549	4.94	ENCFF862LZL
ENSG00000036672	8.62	ENCFF862LZL
ENSG00000037042	4.52	ENCFF862LZL
ENSG00000037241	3.17	ENCFF862LZL
ENSG00000037280	1.48	ENCFF862LZL
ENSG00000037474	4.52	ENCFF862LZL
ENSG00000037637	7.12	ENCFF862LZL
ENSG00000037749	6.53	ENCFF862LZL
ENSG00000037757	5.91	ENCFF862LZL
ENSG00000037897	0.86	ENCFF862LZL
ENSG00000038002	1.67	ENCFF862LZL
ENSG00000038219	3.66	ENCFF862LZL
ENSG00000038274	9.88	ENCFF862LZL
ENSG00000038358	6.03	ENCFF862LZL
ENSG00000038382	8.79	ENCFF862LZL
ENSG00000038427	5.31	ENCFF862LZL
ENSG00000038532	4.18	ENCFF862LZL
ENSG00000038945	1.01	ENCFF862LZL
ENSG00000039123	7.96	ENCFF862LZL
ENSG00000039319	2.59	ENCFF862LZL
ENSG00000039523	25.0	ENCFF862LZL
ENSG00000039537	12.32	ENCFF862LZL
ENSG00000039560	1.64	ENCFF862LZL
ENSG00000039650	5.4	ENCFF862LZL
ENSG00000040199	0.7	ENCFF862LZL
ENSG00000040275	0.99	ENCFF862LZL
ENSG00000040341	21.16	ENCFF862LZL
ENSG00000040487	2.76	ENCFF862LZL
ENSG00000040531	2.28	ENCFF862LZL
ENSG00000040633	5.85	ENCFF862LZL
ENSG00000040933	2.49	ENCFF862LZL
ENSG00000041357	16.78	ENCFF862LZL
ENSG00000041802	3.14	ENCFF862LZL
ENSG00000041880	3.22	ENCFF862LZL
ENSG00000041982	0.87	ENCFF862LZL
ENSG00000041988	3.32	ENCFF862LZL
ENSG00000042062	1.62	ENCFF862LZL
ENSG00000042088	0.66	ENCFF862LZL
ENSG00000042286	3.81	ENCFF862LZL
ENSG00000042317	1.9	ENCFF862LZL
ENSG00000042429	2.11	ENCFF862LZL
ENSG00000042445	11.99	ENCFF862LZL
ENSG00000042493	1.12	ENCFF862LZL
ENSG00000042753	12.07	ENCFF862LZL
ENSG00000043093	2.31	ENCFF862LZL
ENSG00000043143	8.78	ENCFF862LZL
ENSG00000043462	0.63	ENCFF862LZL
ENSG00000043514	3.03	ENCFF862LZL
ENSG00000043591	18.35	ENCFF862LZL
ENSG00000044090	1.27	ENCFF862LZL
ENSG00000044115	67.03	ENCFF862LZL
ENSG00000044446	3.41	ENCFF862LZL
ENSG00000044459	0.79	ENCFF862LZL
ENSG00000044524	0.7	ENCFF862LZL
ENSG00000044574	20.7	ENCFF862LZL
ENSG00000046604	8.71	ENCFF862LZL
ENSG00000046647	2.62	ENCFF862LZL
ENSG00000046651	0.89	ENCFF862LZL
ENSG00000046653	1.32	ENCFF862LZL
ENSG00000046889	1.32	ENCFF862LZL
ENSG00000047056	3.61	ENCFF862LZL
ENSG00000047188	1.52	ENCFF862LZL
ENSG00000047230	0.62	ENCFF862LZL
ENSG00000047249	5.47	ENCFF862LZL
ENSG00000047315	10.78	ENCFF862LZL
ENSG00000047346	8.24	ENCFF862LZL
ENSG00000047410	6.97	ENCFF862LZL
ENSG00000047457	0.62	ENCFF862LZL
ENSG00000047578	3.18	ENCFF862LZL
ENSG00000047579	6.15	ENCFF862LZL
ENSG00000047597	2.44	ENCFF862LZL
ENSG00000047617	3.11	ENCFF862LZL
ENSG00000047621	1.76	ENCFF862LZL
ENSG00000047634	1.1	ENCFF862LZL
ENSG00000047644	11.89	ENCFF862LZL
ENSG00000047648	0.99	ENCFF862LZL
ENSG00000047849	140.45	ENCFF862LZL
ENSG00000047932	2.62	ENCFF862LZL
ENSG00000048028	19.61	ENCFF862LZL
ENSG00000048052	3.57	ENCFF862LZL
ENSG00000048140	6.24	ENCFF862LZL
ENSG00000048162	2.52	ENCFF862LZL
ENSG00000048342	1.07	ENCFF862LZL
ENSG00000048392	2.33	ENCFF862LZL
ENSG00000048405	3.85	ENCFF862LZL
ENSG00000048471	2.55	ENCFF862LZL
ENSG00000048540	0.75	ENCFF862LZL
ENSG00000048544	7.61	ENCFF862LZL
ENSG00000048649	6.99	ENCFF862LZL
ENSG00000048707	14.33	ENCFF862LZL
ENSG00000048740	11.73	ENCFF862LZL
ENSG00000048828	18.38	ENCFF862LZL
ENSG00000048991	3.63	ENCFF862LZL
ENSG00000049130	2.68	ENCFF862LZL
ENSG00000049167	1.65	ENCFF862LZL
ENSG00000049192	0.57	ENCFF862LZL
ENSG00000049239	6.28	ENCFF862LZL
ENSG00000049245	10.88	ENCFF862LZL
ENSG00000049246	2.4	ENCFF862LZL
ENSG00000049283	1.55	ENCFF862LZL
ENSG00000049323	23.08	ENCFF862LZL
ENSG00000049449	4.55	ENCFF862LZL
ENSG00000049540	9.37	ENCFF862LZL
ENSG00000049541	2.46	ENCFF862LZL
ENSG00000049618	7.59	ENCFF862LZL
ENSG00000049656	8.5	ENCFF862LZL
ENSG00000049759	9.08	ENCFF862LZL
ENSG00000049769	4.26	ENCFF862LZL
ENSG00000049860	18.56	ENCFF862LZL
ENSG00000049883	1.17	ENCFF862LZL
ENSG00000050130	5.89	ENCFF862LZL
ENSG00000050165	136.5	ENCFF862LZL
ENSG00000050344	0.52	ENCFF862LZL
ENSG00000050393	2.6	ENCFF862LZL
ENSG00000050405	2.56	ENCFF862LZL
ENSG00000050426	2.72	ENCFF862LZL
ENSG00000050748	4.16	ENCFF862LZL
ENSG00000050767	3.0	ENCFF862LZL
ENSG00000050820	20.68	ENCFF862LZL
ENSG00000051009	4.88	ENCFF862LZL
ENSG00000051108	17.7	ENCFF862LZL
ENSG00000051128	5.9	ENCFF862LZL
ENSG00000051382	4.25	ENCFF862LZL
ENSG00000051523	9.56	ENCFF862LZL
ENSG00000051596	2.94	ENCFF862LZL
ENSG00000051620	7.24	ENCFF862LZL
ENSG00000051825	3.26	ENCFF862LZL
ENSG00000052126	10.55	ENCFF862LZL
ENSG00000052723	3.66	ENCFF862LZL
ENSG00000052749	3.81	ENCFF862LZL
ENSG00000052795	14.06	ENCFF862LZL
ENSG00000052802	2.16	ENCFF862LZL
ENSG00000052841	7.04	ENCFF862LZL
ENSG00000053254	25.8	ENCFF862LZL
ENSG00000053371	15.61	ENCFF862LZL
ENSG00000053372	2.38	ENCFF862LZL
ENSG00000053501	3.61	ENCFF862LZL
ENSG00000053770	3.31	ENCFF862LZL
ENSG00000053900	1.45	ENCFF862LZL
ENSG00000053918	4.2	ENCFF862LZL
ENSG00000054116	11.48	ENCFF862LZL
ENSG00000054118	17.3	ENCFF862LZL
ENSG00000054148	37.79	ENCFF862LZL
ENSG00000054267	2.11	ENCFF862LZL
ENSG00000054277	1.12	ENCFF862LZL
ENSG00000054282	3.79	ENCFF862LZL
ENSG00000054392	0.61	ENCFF862LZL
ENSG00000054523	11.35	ENCFF862LZL
ENSG00000054598	0.83	ENCFF862LZL
ENSG00000054611	3.85	ENCFF862LZL
ENSG00000054654	37.48	ENCFF862LZL
ENSG00000054690	0.51	ENCFF862LZL
ENSG00000054793	4.84	ENCFF862LZL
ENSG00000054965	4.99	ENCFF862LZL
ENSG00000054983	3.55	ENCFF862LZL
ENSG00000055044	3.51	ENCFF862LZL
ENSG00000055070	14.23	ENCFF862LZL
ENSG00000055118	29.64	ENCFF862LZL
ENSG00000055130	9.34	ENCFF862LZL
ENSG00000055147	1.45	ENCFF862LZL
ENSG00000055163	9.76	ENCFF862LZL
ENSG00000055208	13.54	ENCFF862LZL
ENSG00000055211	6.78	ENCFF862LZL
ENSG00000055332	2.06	ENCFF862LZL
ENSG00000055483	2.25	ENCFF862LZL
ENSG00000055609	7.84	ENCFF862LZL
ENSG00000055813	1.71	ENCFF862LZL
ENSG00000055917	8.94	ENCFF862LZL
ENSG00000055950	14.2	ENCFF862LZL
ENSG00000056050	3.25	ENCFF862LZL
ENSG00000056097	12.85	ENCFF862LZL
ENSG00000056586	7.09	ENCFF862LZL
ENSG00000056972	2.86	ENCFF862LZL
ENSG00000057019	7.41	ENCFF862LZL
ENSG00000057252	0.88	ENCFF862LZL
ENSG00000057294	64.44	ENCFF862LZL
ENSG00000057608	25.82	ENCFF862LZL
ENSG00000057657	0.52	ENCFF862LZL
ENSG00000057663	2.02	ENCFF862LZL
ENSG00000057757	8.01	ENCFF862LZL
ENSG00000057935	2.61	ENCFF862LZL
ENSG00000058056	45.91	ENCFF862LZL
ENSG00000058063	4.95	ENCFF862LZL
ENSG00000058091	1.95	ENCFF862LZL
ENSG00000058262	16.37	ENCFF862LZL
ENSG00000058272	7.19	ENCFF862LZL
ENSG00000058404	14.93	ENCFF862LZL
ENSG00000058453	1.34	ENCFF862LZL
ENSG00000058600	11.62	ENCFF862LZL
ENSG00000058668	35.11	ENCFF862LZL
ENSG00000058673	10.55	ENCFF862LZL
ENSG00000058729	1.98	ENCFF862LZL
ENSG00000058799	4.28	ENCFF862LZL
ENSG00000058804	0.85	ENCFF862LZL
ENSG00000058866	3.47	ENCFF862LZL
ENSG00000059122	7.75	ENCFF862LZL
ENSG00000059145	2.94	ENCFF862LZL
ENSG00000059377	0.75	ENCFF862LZL
ENSG00000059378	3.19	ENCFF862LZL
ENSG00000059573	1.94	ENCFF862LZL
ENSG00000059588	2.88	ENCFF862LZL
ENSG00000059691	13.53	ENCFF862LZL
ENSG00000059728	0.78	ENCFF862LZL
ENSG00000059758	3.7	ENCFF862LZL
ENSG00000059769	0.63	ENCFF862LZL
ENSG00000059804	1.33	ENCFF862LZL
ENSG00000060069	2.73	ENCFF862LZL
ENSG00000060138	356.46	ENCFF862LZL
ENSG00000060237	46.45	ENCFF862LZL
ENSG00000060339	4.25	ENCFF862LZL
ENSG00000060491	6.74	ENCFF862LZL
ENSG00000060642	0.91	ENCFF862LZL
ENSG00000060656	9.57	ENCFF862LZL
ENSG00000060688	2.79	ENCFF862LZL
