gene_id	TPM	file_accession
ENSG00000031081	1.85	ENCFF408GFZ
ENSG00000031691	0.76	ENCFF408GFZ
ENSG00000031698	6.3	ENCFF408GFZ
ENSG00000031823	3.93	ENCFF408GFZ
ENSG00000032219	2.15	ENCFF408GFZ
ENSG00000032389	1.7	ENCFF408GFZ
ENSG00000032444	2.66	ENCFF408GFZ
ENSG00000032742	0.7	ENCFF408GFZ
ENSG00000033011	0.71	ENCFF408GFZ
ENSG00000033030	2.06	ENCFF408GFZ
ENSG00000033050	2.33	ENCFF408GFZ
ENSG00000033100	0.88	ENCFF408GFZ
ENSG00000033170	1.34	ENCFF408GFZ
ENSG00000033178	1.65	ENCFF408GFZ
ENSG00000033327	1.44	ENCFF408GFZ
ENSG00000033627	3.26	ENCFF408GFZ
ENSG00000033800	4.23	ENCFF408GFZ
ENSG00000033867	2.19	ENCFF408GFZ
ENSG00000034152	1.35	ENCFF408GFZ
ENSG00000034510	309.58	ENCFF408GFZ
ENSG00000034677	5.21	ENCFF408GFZ
ENSG00000034693	0.89	ENCFF408GFZ
ENSG00000034713	6.11	ENCFF408GFZ
ENSG00000034971	0.6	ENCFF408GFZ
ENSG00000035115	2.14	ENCFF408GFZ
ENSG00000035141	1.42	ENCFF408GFZ
ENSG00000035403	4.59	ENCFF408GFZ
ENSG00000035664	0.95	ENCFF408GFZ
ENSG00000035681	5.8	ENCFF408GFZ
ENSG00000035687	2.43	ENCFF408GFZ
ENSG00000035862	13.09	ENCFF408GFZ
ENSG00000035928	2.03	ENCFF408GFZ
ENSG00000036054	3.32	ENCFF408GFZ
ENSG00000036257	6.27	ENCFF408GFZ
ENSG00000036549	3.56	ENCFF408GFZ
ENSG00000037042	0.74	ENCFF408GFZ
ENSG00000037241	2.66	ENCFF408GFZ
ENSG00000037280	0.67	ENCFF408GFZ
ENSG00000037474	2.66	ENCFF408GFZ
ENSG00000037637	1.66	ENCFF408GFZ
ENSG00000037749	4.18	ENCFF408GFZ
ENSG00000037757	0.75	ENCFF408GFZ
ENSG00000037897	0.84	ENCFF408GFZ
ENSG00000038002	1.48	ENCFF408GFZ
ENSG00000038210	1.23	ENCFF408GFZ
ENSG00000038219	2.53	ENCFF408GFZ
ENSG00000038274	3.4	ENCFF408GFZ
ENSG00000038358	1.3	ENCFF408GFZ
ENSG00000038382	11.77	ENCFF408GFZ
ENSG00000038427	13.35	ENCFF408GFZ
ENSG00000038532	1.31	ENCFF408GFZ
ENSG00000038945	4.82	ENCFF408GFZ
ENSG00000039123	7.98	ENCFF408GFZ
ENSG00000039319	3.31	ENCFF408GFZ
ENSG00000039523	3.73	ENCFF408GFZ
ENSG00000039537	0.6	ENCFF408GFZ
ENSG00000039560	0.77	ENCFF408GFZ
ENSG00000039650	1.39	ENCFF408GFZ
ENSG00000040199	0.74	ENCFF408GFZ
ENSG00000040275	0.79	ENCFF408GFZ
ENSG00000040341	3.55	ENCFF408GFZ
ENSG00000040487	0.73	ENCFF408GFZ
ENSG00000040531	1.03	ENCFF408GFZ
ENSG00000040633	1.7	ENCFF408GFZ
ENSG00000040933	1.17	ENCFF408GFZ
ENSG00000041357	14.2	ENCFF408GFZ
ENSG00000041802	3.07	ENCFF408GFZ
ENSG00000041880	0.82	ENCFF408GFZ
ENSG00000041982	0.63	ENCFF408GFZ
ENSG00000041988	1.35	ENCFF408GFZ
ENSG00000042062	0.55	ENCFF408GFZ
ENSG00000042088	0.81	ENCFF408GFZ
ENSG00000042286	3.01	ENCFF408GFZ
ENSG00000042317	1.42	ENCFF408GFZ
ENSG00000042429	1.0	ENCFF408GFZ
ENSG00000042445	22.48	ENCFF408GFZ
ENSG00000042493	4.97	ENCFF408GFZ
ENSG00000042753	4.26	ENCFF408GFZ
ENSG00000043093	3.42	ENCFF408GFZ
ENSG00000043143	1.13	ENCFF408GFZ
ENSG00000043462	2.82	ENCFF408GFZ
ENSG00000043514	1.12	ENCFF408GFZ
ENSG00000044115	18.81	ENCFF408GFZ
ENSG00000044446	0.93	ENCFF408GFZ
ENSG00000044459	1.14	ENCFF408GFZ
ENSG00000044574	9.04	ENCFF408GFZ
ENSG00000046604	1.58	ENCFF408GFZ
ENSG00000046647	1.4	ENCFF408GFZ
ENSG00000046651	0.81	ENCFF408GFZ
ENSG00000046653	0.58	ENCFF408GFZ
ENSG00000046889	5.89	ENCFF408GFZ
ENSG00000047056	0.69	ENCFF408GFZ
ENSG00000047188	1.92	ENCFF408GFZ
ENSG00000047230	1.2	ENCFF408GFZ
ENSG00000047249	3.47	ENCFF408GFZ
